Query_ID	Doc_ID	Rank	Score
2	416	97	32.0
2	947	98	32.0
2	165	99	32.0
2	198	100	32.0
2	1277	101	31.5
2	163	102	31.5
2	1370	103	31.5
2	1342	104	31.5
2	80	105	31.5
2	100	106	31.5
2	739	107	31.5
2	110	108	31.5
2	1066	109	31.5
2	1202	110	31.5
2	987	111	31.5
2	157	112	31.5
2	101	113	31.0
2	25	114	31.0
2	149	115	31.0
2	1300	116	31.0
2	62	117	31.0
2	806	118	31.0
2	917	119	31.0
2	174	120	31.0
2	401	121	30.5
2	717	122	30.5
2	395	123	30.5
2	341	124	30.5
2	660	125	30.5
2	202	126	30.5
2	1292	127	30.5
2	29	128	30.5
2	325	129	30.0
2	1325	130	30.0
2	289	131	30.0
2	92	132	30.0
2	986	133	30.0
2	1104	134	30.0
2	1352	135	30.0
2	677	136	30.0
2	903	137	30.0
2	334	138	30.0
2	274	139	30.0
2	1303	140	30.0
2	484	141	30.0
2	1380	142	29.5
2	156	143	29.5
2	934	144	29.5
2	810	145	29.5
2	12	146	29.5
2	1092	147	29.5
2	187	148	29.0
2	1246	149	29.0
2	933	150	29.0
2	300	151	29.0
2	288	152	29.0
2	1383	153	29.0
2	1351	154	29.0
2	1095	155	29.0
2	734	156	29.0
2	1250	157	28.5
2	342	158	28.5
2	441	159	28.5
2	1199	160	28.5
2	794	161	28.5
2	1224	162	28.5
2	77	163	28.5
2	476	164	28.5
2	696	165	28.5
2	204	166	28.5
2	177	167	28.5
2	991	168	28.5
2	889	169	28.5
2	685	170	28.5
2	1263	171	28.5
2	124	172	28.0
2	845	173	28.0
2	704	174	28.0
2	767	175	28.0
2	1134	176	28.0
2	197	177	28.0
2	1307	178	28.0
2	563	179	28.0
2	1271	180	28.0
2	1373	181	27.5
2	304	182	27.5
2	166	183	27.5
2	1175	184	27.5
2	1195	185	27.5
2	683	186	27.5
2	828	187	27.0
2	414	188	27.0
2	47	189	27.0
2	443	190	27.0
2	213	191	27.0
2	9	192	27.0
2	129	193	27.0
2	59	194	27.0
2	114	195	27.0
2	375	196	27.0
2	229	197	27.0
2	328	198	27.0
2	1218	199	27.0
2	649	200	26.5
3	798	1	31.5
3	329	2	27.5
3	826	3	27.0
3	1313	4	26.0
3	131	5	26.0
3	927	6	25.5
3	1201	7	25.5
3	695	8	25.0
3	662	9	23.0
3	73	10	23.0
3	89	11	23.0
3	499	12	23.0
3	262	13	22.5
3	49	14	22.0
3	730	15	22.0
3	1147	16	22.0
3	792	17	21.5
3	344	18	21.5
3	1072	19	21.5
3	99	20	21.0
3	225	21	21.0
3	1040	22	21.0
3	717	23	20.0
3	1204	24	20.0
3	244	25	20.0
3	992	26	20.0
3	1047	27	20.0
3	712	28	19.5
3	576	29	19.5
3	874	30	19.5
3	721	31	19.5
3	1268	32	19.5
3	673	33	19.0
3	928	34	19.0
3	658	35	19.0
3	640	36	19.0
3	1392	37	19.0
3	962	38	18.5
3	441	39	18.5
3	83	40	18.5
3	210	41	18.0
3	395	42	18.0
3	1104	43	18.0
3	704	44	18.0
3	1226	45	18.0
3	77	46	18.0
3	202	47	18.0
3	889	48	18.0
3	140	49	17.5
3	947	50	17.5
3	934	51	17.5
3	33	52	17.5
3	132	53	17.0
3	976	54	17.0
3	364	55	17.0
3	342	56	17.0
3	189	57	17.0
3	240	58	17.0
3	980	59	17.0
3	1039	60	17.0
3	572	61	16.5
3	452	62	16.5
3	277	63	16.5
3	193	64	16.5
3	656	65	16.5
3	94	66	16.5
3	174	67	16.5
3	1119	68	16.5
3	828	69	16.0
3	82	70	16.0
3	85	71	16.0
3	417	72	16.0
3	625	73	16.0
3	442	74	16.0
3	433	75	16.0
3	414	76	16.0
3	373	77	16.0
3	185	78	16.0
3	1352	79	16.0
3	1209	80	16.0
3	1335	81	16.0
3	707	82	16.0
3	1061	83	16.0
3	1290	84	16.0
3	1292	85	16.0
3	315	86	16.0
3	1277	87	15.5
3	1336	88	15.5
3	44	89	15.5
3	170	90	15.5
3	1333	91	15.5
3	1239	92	15.5
3	1307	93	15.5
3	1115	94	15.5
3	564	95	15.5
3	151	96	15.5
3	1375	97	15.0
3	529	98	15.0
3	199	99	15.0
3	782	100	15.0
3	811	101	15.0
3	1082	102	15.0
3	1225	103	15.0
3	635	104	15.0
3	270	105	15.0
3	9	106	15.0
3	987	107	15.0
3	212	108	15.0
3	29	109	15.0
3	101	110	14.5
3	325	111	14.5
3	459	112	14.5
3	1213	113	14.5
3	588	114	14.5
3	1108	115	14.5
3	1382	116	14.5
3	739	117	14.5
3	110	118	14.5
3	155	119	14.5
3	733	120	14.5
3	197	121	14.5
3	1322	122	14.5
3	45	123	14.5
3	168	124	14.5
3	946	125	14.5
3	797	126	14.5
3	827	127	14.5
3	872	128	14.5
3	542	129	14.0
3	401	130	14.0
3	1325	131	14.0
3	560	132	14.0
3	272	133	14.0
3	579	134	14.0
3	216	135	14.0
3	767	136	14.0
3	1300	137	14.0
3	96	138	14.0
3	14	139	14.0
3	1134	140	14.0
3	198	141	14.0
3	808	142	14.0
3	466	143	14.0
3	689	144	14.0
3	917	145	14.0
3	1169	146	14.0
3	991	147	14.0
3	1218	148	14.0
3	1144	149	14.0
3	1263	150	14.0
3	427	151	14.0
3	434	152	13.5
3	649	153	13.5
3	56	154	13.5
3	1342	155	13.5
3	252	156	13.5
3	165	157	13.5
3	933	158	13.5
3	677	159	13.5
3	144	160	13.5
3	247	161	13.5
3	731	162	13.5
3	24	163	13.5
3	561	164	13.5
3	1097	165	13.5
3	1381	166	13.5
3	1351	167	13.5
3	820	168	13.5
3	710	169	13.5
3	1167	170	13.5
3	734	171	13.5
3	740	172	13.0
3	589	173	13.0
3	766	174	13.0
3	675	175	13.0
3	1244	176	13.0
3	1220	177	13.0
3	732	178	13.0
3	179	179	13.0
3	304	180	13.0
3	599	181	13.0
3	234	182	13.0
3	1122	183	13.0
3	1098	184	13.0
3	773	185	13.0
3	266	186	13.0
3	206	187	13.0
3	274	188	13.0
3	129	189	13.0
3	476	190	13.0
3	458	191	13.0
3	869	192	13.0
3	806	193	13.0
3	66	194	13.0
3	1207	195	12.5
3	187	196	12.5
3	163	197	12.5
3	92	198	12.5
3	171	199	12.5
3	859	200	12.5
4	1313	1	92.0
4	798	2	85.5
4	1201	3	82.0
4	329	4	70.5
4	417	5	65.0
4	499	6	62.0
4	1040	7	61.0
4	89	8	60.5
4	1239	9	60.5
4	721	10	58.5
4	927	11	58.0
4	131	12	58.0
4	244	13	57.0
4	94	14	57.0
4	140	15	56.5
4	1147	16	55.0
4	73	17	54.5
4	272	18	54.5
4	1244	19	53.5
4	1047	20	53.0
4	452	21	52.5
4	640	22	52.5
4	992	23	52.5
4	262	24	52.0
4	928	25	51.5
4	193	26	51.5
4	160	27	51.0
4	576	28	50.0
4	660	29	49.0
4	96	30	49.0
4	49	31	48.5
4	1375	32	48.0
4	962	33	48.0
4	189	34	48.0
4	757	35	48.0
4	946	36	48.0
4	827	37	48.0
4	433	38	47.5
4	165	39	47.5
4	662	40	47.0
4	1382	41	47.0
4	1144	42	46.5
4	1342	43	46.0
4	344	44	46.0
4	1268	45	46.0
4	1198	46	45.5
4	917	47	45.5
4	1392	48	45.5
4	695	49	45.0
4	364	50	45.0
4	797	51	45.0
4	1082	52	44.5
4	173	53	44.5
4	206	54	44.5
4	673	55	44.0
4	625	56	44.0
4	210	57	44.0
4	874	58	44.0
4	1248	59	44.0
4	522	60	43.5
4	976	61	43.0
4	572	62	43.0
4	1108	63	43.0
4	1072	64	43.0
4	792	65	42.5
4	25	66	42.5
4	155	67	42.5
4	423	68	42.5
4	1061	69	42.5
4	85	70	42.0
4	110	71	42.0
4	1235	72	42.0
4	375	73	42.0
4	82	74	41.5
4	401	75	41.5
4	826	76	41.5
4	1242	77	41.5
4	730	78	41.5
4	459	79	41.0
4	1356	80	41.0
4	1104	81	41.0
4	170	82	41.0
4	14	83	41.0
4	1066	84	41.0
4	132	85	40.5
4	696	86	40.5
4	197	87	40.5
4	62	88	40.5
4	315	89	40.5
4	1252	90	40.0
4	373	91	40.0
4	266	92	40.0
4	174	93	40.0
4	341	94	39.5
4	1134	95	39.5
4	1202	96	39.5
4	889	97	39.5
4	151	98	39.5
4	163	99	39.0
4	1370	100	39.0
4	234	101	39.0
4	987	102	39.0
4	493	103	39.0
4	149	104	38.5
4	199	105	38.5
4	179	106	38.5
4	166	107	38.5
4	1209	108	38.5
4	903	109	38.5
4	731	110	38.5
4	1277	111	38.0
4	717	112	38.0
4	1325	113	38.0
4	536	114	38.0
4	677	115	38.0
4	274	116	38.0
4	77	117	38.0
4	97	118	38.0
4	157	119	38.0
4	811	120	37.5
4	794	121	37.5
4	548	122	37.5
4	1307	123	37.5
4	710	124	37.5
4	563	125	37.5
4	991	126	37.5
4	996	127	37.0
4	1373	128	37.0
4	947	129	37.0
4	560	130	37.0
4	300	131	37.0
4	24	132	37.0
4	1039	133	37.0
4	83	134	37.0
4	277	135	36.5
4	1383	136	36.5
4	561	137	36.5
4	1351	138	36.5
4	198	139	36.5
4	1292	140	36.5
4	1380	141	36.0
4	1154	142	36.0
4	1175	143	36.0
4	656	144	36.0
4	9	145	36.0
4	1224	146	36.0
4	1381	147	36.0
4	317	148	36.0
4	212	149	36.0
4	1271	150	36.0
4	1092	151	36.0
4	734	152	36.0
4	325	153	35.5
4	1199	154	35.5
4	33	155	35.5
4	484	156	35.5
4	1119	157	35.5
4	786	158	35.5
4	304	159	35.0
4	294	160	35.0
4	739	161	35.0
4	704	162	35.0
4	820	163	35.0
4	188	164	35.0
4	434	165	34.5
4	164	166	34.5
4	205	167	34.5
4	1164	168	34.5
4	1310	169	34.5
4	933	170	34.5
4	966	171	34.5
4	240	172	34.5
4	211	173	34.5
4	466	174	34.5
4	1212	175	34.0
4	1229	176	34.0
4	658	177	34.0
4	667	178	34.0
4	1343	179	34.0
4	213	180	34.0
4	575	181	34.0
4	1035	182	34.0
4	705	183	33.5
4	381	184	33.5
4	255	185	33.5
4	1261	186	33.5
4	1225	187	33.5
4	342	188	33.5
4	225	189	33.5
4	185	190	33.5
4	1352	191	33.5
4	523	192	33.5
4	458	193	33.5
4	1322	194	33.5
4	1280	195	33.5
4	99	196	33.0
4	156	197	33.0
4	1195	198	33.0
4	1226	199	33.0
4	565	200	33.0
5	1201	1	23.5
5	1313	2	20.0
5	329	3	17.0
5	798	4	16.5
5	1147	5	16.5
5	1380	6	14.5
5	1248	7	14.5
5	640	8	14.0
5	77	9	14.0
5	499	10	14.0
5	373	11	13.5
5	193	12	13.5
5	94	13	13.0
5	1239	14	13.0
5	1392	15	13.0
5	151	16	13.0
5	160	17	12.5
5	1342	18	12.5
5	49	19	12.5
5	792	20	12.0
5	417	21	12.0
5	163	22	12.0
5	928	23	12.0
5	262	24	12.0
5	1375	25	11.5
5	542	26	11.5
5	1244	27	11.5
5	244	28	11.5
5	51	29	11.5
5	1066	30	11.5
5	1035	31	11.5
5	1047	32	11.5
5	101	33	11.0
5	811	34	11.0
5	304	35	11.0
5	234	36	11.0
5	576	37	11.0
5	757	38	11.0
5	540	39	11.0
5	827	40	11.0
5	828	41	10.5
5	572	42	10.5
5	1310	43	10.5
5	272	44	10.5
5	641	45	10.5
5	14	46	10.5
5	1072	47	10.5
5	1271	48	10.5
5	349	49	10.5
5	976	50	10.0
5	753	51	10.0
5	658	52	10.0
5	962	53	10.0
5	504	54	10.0
5	837	55	10.0
5	536	56	10.0
5	146	57	10.0
5	1198	58	10.0
5	44	59	10.0
5	155	60	10.0
5	1242	61	10.0
5	660	62	10.0
5	62	63	10.0
5	625	64	9.5
5	368	65	9.5
5	624	66	9.5
5	1108	67	9.5
5	294	68	9.5
5	523	69	9.5
5	1209	70	9.5
5	89	71	9.5
5	1251	72	9.5
5	1061	73	9.5
5	292	74	9.5
5	315	75	9.5
5	1268	76	9.5
5	85	77	9.0
5	25	78	9.0
5	381	79	9.0
5	401	80	9.0
5	667	81	9.0
5	110	82	9.0
5	552	83	9.0
5	344	84	9.0
5	731	85	9.0
5	561	86	9.0
5	1300	87	9.0
5	172	88	9.0
5	1202	89	9.0
5	563	90	9.0
5	114	91	9.0
5	1019	92	9.0
5	149	93	8.5
5	395	94	8.5
5	266	95	8.5
5	1226	96	8.5
5	874	97	8.5
5	1040	98	8.5
5	1321	99	8.5
5	575	100	8.5
5	202	101	8.5
5	917	102	8.5
5	889	103	8.5
5	1294	104	8.0
5	56	105	8.0
5	73	106	8.0
5	876	107	8.0
5	92	108	8.0
5	588	109	8.0
5	715	110	8.0
5	704	111	8.0
5	296	112	8.0
5	410	113	8.0
5	903	114	8.0
5	1387	115	8.0
5	103	116	8.0
5	1333	117	8.0
5	1197	118	8.0
5	24	119	8.0
5	683	120	8.0
5	33	121	8.0
5	1224	122	8.0
5	453	123	8.0
5	27	124	8.0
5	197	125	8.0
5	1235	126	8.0
5	97	127	8.0
5	1309	128	8.0
5	1374	129	8.0
5	520	130	8.0
5	28	131	8.0
5	484	132	8.0
5	734	133	8.0
5	872	134	8.0
5	42	135	8.0
5	433	136	7.5
5	1265	137	7.5
5	132	138	7.5
5	1356	139	7.5
5	364	140	7.5
5	1212	141	7.5
5	452	142	7.5
5	777	143	7.5
5	899	144	7.5
5	57	145	7.5
5	134	146	7.5
5	826	147	7.5
5	1382	148	7.5
5	887	149	7.5
5	1075	150	7.5
5	1279	151	7.5
5	216	152	7.5
5	240	153	7.5
5	1137	154	7.5
5	730	155	7.5
5	1219	156	7.5
5	363	157	7.5
5	168	158	7.5
5	157	159	7.5
5	721	160	7.5
5	1280	161	7.5
5	786	162	7.5
5	1259	163	7.0
5	530	164	7.0
5	1240	165	7.0
5	688	166	7.0
5	1295	167	7.0
5	1325	168	7.0
5	560	169	7.0
5	406	170	7.0
5	165	171	7.0
5	813	172	7.0
5	1252	173	7.0
5	1281	174	7.0
5	927	175	7.0
5	608	176	7.0
5	579	177	7.0
5	1343	178	7.0
5	677	179	7.0
5	825	180	7.0
5	894	181	7.0
5	1335	182	7.0
5	707	183	7.0
5	873	184	7.0
5	987	185	7.0
5	1296	186	7.0
5	212	187	7.0
5	601	188	7.0
5	946	189	7.0
5	1316	190	7.0
5	573	191	7.0
5	1119	192	7.0
5	29	193	7.0
5	2	194	6.5
5	191	195	6.5
5	152	196	6.5
5	36	197	6.5
5	857	198	6.5
5	1391	199	6.5
5	1082	200	6.5
6	798	1	32.0
6	315	2	25.5
6	1313	3	25.0
6	329	4	23.5
6	757	5	21.0
6	244	6	20.0
6	193	7	20.0
6	927	8	20.0
6	225	9	19.5
6	522	10	19.0
6	89	11	18.5
6	928	12	18.0
6	160	13	17.5
6	452	14	17.5
6	576	15	17.5
6	688	16	17.0
6	373	17	17.0
6	779	18	17.0
6	1201	19	17.0
6	99	20	16.5
6	294	21	16.5
6	1239	22	16.5
6	97	23	16.5
6	165	24	16.0
6	189	25	16.0
6	344	26	16.0
6	187	27	15.5
6	132	28	15.5
6	1244	29	15.5
6	257	30	15.5
6	94	31	15.5
6	212	32	15.5
6	433	33	15.0
6	572	34	15.0
6	696	35	15.0
6	455	36	14.5
6	1204	37	14.5
6	986	38	14.5
6	640	39	14.5
6	826	40	14.5
6	660	41	14.5
6	987	42	14.5
6	1380	43	14.0
6	976	44	14.0
6	662	45	14.0
6	364	46	14.0
6	80	47	14.0
6	536	48	14.0
6	499	49	14.0
6	1248	50	14.0
6	827	51	14.0
6	151	52	14.0
6	721	53	14.0
6	1047	54	14.0
6	1147	55	14.0
6	417	56	13.5
6	675	57	13.5
6	1325	58	13.5
6	131	59	13.5
6	946	60	13.5
6	792	61	13.0
6	218	62	13.0
6	163	63	13.0
6	996	64	13.0
6	997	65	13.0
6	234	66	13.0
6	1289	67	13.0
6	1225	68	13.0
6	59	69	13.0
6	262	70	13.0
6	1082	71	12.5
6	1302	72	12.5
6	395	73	12.5
6	277	74	12.5
6	1075	75	12.5
6	49	76	12.5
6	1198	77	12.5
6	270	78	12.5
6	33	79	12.5
6	197	80	12.5
6	869	81	12.5
6	1268	82	12.5
6	85	83	12.0
6	673	84	12.0
6	140	85	12.0
6	1007	86	12.0
6	1229	87	12.0
6	179	88	12.0
6	1310	89	12.0
6	856	90	12.0
6	962	91	12.0
6	651	92	12.0
6	704	93	12.0
6	266	94	12.0
6	1209	95	12.0
6	1195	96	12.0
6	206	97	12.0
6	767	98	12.0
6	51	99	12.0
6	9	100	12.0
6	683	101	12.0
6	1040	102	12.0
6	1066	103	12.0
6	202	104	12.0
6	491	105	12.0
6	1035	106	12.0
6	149	107	11.5
6	434	108	11.5
6	199	109	11.5
6	811	110	11.5
6	857	111	11.5
6	401	112	11.5
6	272	113	11.5
6	837	114	11.5
6	441	115	11.5
6	1281	116	11.5
6	146	117	11.5
6	282	118	11.5
6	626	119	11.5
6	216	120	11.5
6	77	121	11.5
6	569	122	11.5
6	1321	123	11.5
6	1351	124	11.5
6	123	125	11.5
6	198	126	11.5
6	83	127	11.5
6	1072	128	11.5
6	423	129	11.5
6	564	130	11.5
6	1263	131	11.5
6	25	132	11.0
6	782	133	11.0
6	381	134	11.0
6	416	135	11.0
6	959	136	11.0
6	240	137	11.0
6	1273	138	11.0
6	992	139	11.0
6	222	140	11.0
6	96	141	11.0
6	1039	142	11.0
6	562	143	11.0
6	1307	144	11.0
6	571	145	11.0
6	363	146	11.0
6	229	147	11.0
6	328	148	11.0
6	797	149	11.0
6	1144	150	11.0
6	379	151	10.5
6	1074	152	10.5
6	1356	153	10.5
6	289	154	10.5
6	1212	155	10.5
6	599	156	10.5
6	456	157	10.5
6	134	158	10.5
6	558	159	10.5
6	794	160	10.5
6	999	161	10.5
6	207	162	10.5
6	623	163	10.5
6	825	164	10.5
6	1226	165	10.5
6	1235	166	10.5
6	466	167	10.5
6	1061	168	10.5
6	62	169	10.5
6	917	170	10.5
6	1092	171	10.5
6	1386	172	10.5
6	1392	173	10.5
6	148	174	10.5
6	600	175	10.0
6	191	176	10.0
6	625	177	10.0
6	1375	178	10.0
6	1391	179	10.0
6	186	180	10.0
6	649	181	10.0
6	998	182	10.0
6	1373	183	10.0
6	1282	184	10.0
6	1182	185	10.0
6	1213	186	10.0
6	658	187	10.0
6	406	188	10.0
6	1154	189	10.0
6	759	190	10.0
6	185	191	10.0
6	966	192	10.0
6	635	193	10.0
6	815	194	10.0
6	300	195	10.0
6	121	196	10.0
6	731	197	10.0
6	620	198	10.0
6	921	199	10.0
6	563	200	10.0
7	1201	1	101.5
7	1313	2	96.0
7	798	3	85.0
7	1147	4	67.0
7	329	5	64.5
7	94	6	64.5
7	1040	7	63.5
7	1382	8	63.0
7	721	9	63.0
7	89	10	62.5
7	927	11	60.5
7	417	12	59.0
7	1239	13	57.5
7	499	14	57.0
7	193	15	55.5
7	433	16	55.0
7	962	17	54.5
7	1244	18	53.5
7	49	19	53.5
7	262	20	53.5
7	1248	21	52.0
7	673	22	51.5
7	73	23	51.5
7	640	24	51.0
7	244	25	50.5
7	423	26	50.5
7	992	27	50.0
7	140	28	48.5
7	131	29	48.5
7	827	30	48.5
7	874	31	48.0
7	757	32	48.0
7	792	33	47.5
7	160	34	47.5
7	976	35	47.5
7	452	36	47.5
7	373	37	47.5
7	197	38	47.0
7	234	39	46.5
7	1047	40	46.5
7	662	41	46.0
7	928	42	46.0
7	151	43	46.0
7	695	44	45.5
7	62	45	45.5
7	272	46	45.0
7	189	47	45.0
7	946	48	44.5
7	364	49	44.0
7	797	50	44.0
7	1392	51	44.0
7	315	52	44.0
7	56	53	43.5
7	110	54	43.5
7	1307	55	43.5
7	199	56	43.0
7	277	57	43.0
7	1271	58	43.0
7	174	59	43.0
7	1082	60	42.5
7	155	61	42.5
7	25	62	42.0
7	1375	63	42.0
7	1342	64	42.0
7	1104	65	42.0
7	96	66	42.0
7	1268	67	42.0
7	811	68	41.5
7	947	69	41.5
7	206	70	41.5
7	1144	71	41.5
7	717	72	41.0
7	210	73	41.0
7	165	74	41.0
7	225	75	41.0
7	563	76	41.0
7	917	77	41.0
7	1277	78	40.5
7	163	79	40.5
7	572	80	40.5
7	522	81	40.5
7	77	82	40.5
7	85	83	40.0
7	80	84	40.0
7	903	85	40.0
7	57	86	39.5
7	826	87	39.5
7	344	88	39.5
7	660	89	39.5
7	1039	90	39.5
7	696	91	39.5
7	1072	92	39.5
7	1352	93	39.0
7	683	94	39.0
7	1300	95	39.0
7	1212	96	38.5
7	1229	97	38.5
7	443	98	38.5
7	170	99	38.5
7	101	100	38.0
7	173	101	38.0
7	1381	102	38.0
7	434	103	37.5
7	996	104	37.5
7	1108	105	37.5
7	1343	106	37.5
7	677	107	37.5
7	1198	108	37.5
7	274	109	37.5
7	1235	110	37.5
7	157	111	37.5
7	132	112	37.0
7	122	113	37.0
7	1066	114	37.0
7	82	115	36.5
7	459	116	36.5
7	179	117	36.5
7	1225	118	36.5
7	576	119	36.5
7	1226	120	36.5
7	1351	121	36.5
7	83	122	36.5
7	1061	123	36.5
7	712	124	36.0
7	794	125	36.0
7	484	126	36.0
7	205	127	35.5
7	1347	128	35.5
7	304	129	35.5
7	341	130	35.5
7	536	131	35.5
7	636	132	35.5
7	133	133	35.5
7	548	134	35.5
7	1134	135	35.5
7	625	136	35.0
7	1356	137	35.0
7	1325	138	35.0
7	1166	139	35.0
7	1175	140	35.0
7	933	141	35.0
7	907	142	35.0
7	1242	143	35.0
7	212	144	35.0
7	889	145	35.0
7	692	146	35.0
7	149	147	34.5
7	1261	148	34.5
7	1164	149	34.5
7	213	150	34.5
7	1303	151	34.5
7	9	152	34.5
7	806	153	34.5
7	1322	154	34.5
7	1292	155	34.5
7	401	156	34.0
7	1291	157	34.0
7	1310	158	34.0
7	667	159	34.0
